               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,             0.02071,           0.0088847,          0.00082046,             0.99798,                   1,               0.995,             0.89029,             0.01299,           0.0029537,          0.00041585,           0.0069706,           0.0069706,           0.0069706
                 155,            0.019491,           0.0087067,          0.00052801,             0.99402,                   1,               0.995,             0.88493,            0.012591,           0.0029281,          0.00039614,           0.0069508,           0.0069508,           0.0069508
                 156,            0.021029,           0.0088949,          0.00059814,             0.99732,                   1,               0.995,             0.88461,             0.01208,            0.002859,          0.00038777,            0.006931,            0.006931,            0.006931
                 157,            0.019725,           0.0083101,          0.00070365,             0.99751,                   1,               0.995,              0.8903,            0.012665,           0.0028838,          0.00040086,           0.0069112,           0.0069112,           0.0069112
                 158,             0.01873,           0.0081489,          0.00062481,             0.99701,                   1,               0.995,             0.89666,            0.012488,           0.0029456,          0.00040746,           0.0068914,           0.0068914,           0.0068914
                 159,               0.019,           0.0078922,          0.00070547,             0.99803,                   1,               0.995,             0.90054,            0.011685,            0.002851,          0.00040825,           0.0068716,           0.0068716,           0.0068716
                 160,              0.0198,           0.0087769,          0.00089218,             0.99841,                   1,               0.995,             0.89034,            0.012498,           0.0029525,          0.00040311,           0.0068518,           0.0068518,           0.0068518
                 161,             0.01871,           0.0087486,          0.00068065,             0.99853,                   1,               0.995,             0.88361,            0.013669,           0.0028903,          0.00039544,            0.006832,            0.006832,            0.006832
                 162,             0.01972,           0.0079386,           0.0012166,             0.99791,                   1,               0.995,             0.89258,             0.01255,           0.0028823,          0.00039236,           0.0068122,           0.0068122,           0.0068122
                 163,            0.019428,           0.0088718,          0.00085964,             0.99805,                   1,               0.995,             0.90467,            0.011194,           0.0027532,          0.00038837,           0.0067924,           0.0067924,           0.0067924
                 164,            0.018561,           0.0085489,          0.00066089,             0.99761,                   1,               0.995,             0.89814,            0.012101,           0.0028069,          0.00039695,           0.0067726,           0.0067726,           0.0067726
                 165,            0.017855,           0.0083506,          0.00064901,             0.99754,                   1,               0.995,             0.86764,            0.012907,           0.0028836,          0.00042995,           0.0067528,           0.0067528,           0.0067528
                 166,            0.018648,           0.0080927,          0.00094726,             0.99807,                   1,               0.995,             0.88934,            0.012386,           0.0027143,           0.0005101,            0.006733,            0.006733,            0.006733
                 167,            0.018934,            0.008182,          0.00073631,             0.99793,                   1,               0.995,             0.89003,            0.012219,           0.0027571,          0.00059618,           0.0067132,           0.0067132,           0.0067132
                 168,            0.018055,           0.0081179,           0.0010343,             0.99839,                   1,               0.995,             0.90066,            0.012629,           0.0027015,           0.0005744,           0.0066934,           0.0066934,           0.0066934
                 169,            0.018233,           0.0085686,          0.00070398,             0.99817,                   1,               0.995,             0.90036,            0.012616,           0.0027525,          0.00049089,           0.0066736,           0.0066736,           0.0066736
                 170,            0.017548,           0.0077045,          0.00056168,             0.99688,                   1,               0.995,             0.90635,            0.012639,           0.0027935,          0.00042548,           0.0066538,           0.0066538,           0.0066538
                 171,            0.019227,           0.0083778,           0.0007596,             0.99781,                   1,               0.995,             0.89293,            0.012632,           0.0029224,          0.00040547,            0.006634,            0.006634,            0.006634
                 172,            0.020911,           0.0081988,           0.0010685,             0.99777,                   1,               0.995,             0.89818,            0.012137,           0.0028129,          0.00038606,           0.0066142,           0.0066142,           0.0066142
                 173,            0.018051,           0.0080035,          0.00054703,             0.99771,                   1,               0.995,             0.89793,            0.012056,           0.0028142,          0.00038021,           0.0065944,           0.0065944,           0.0065944
                 174,            0.017771,           0.0078834,          0.00052403,             0.99783,                   1,               0.995,             0.89545,            0.012275,            0.002699,          0.00038963,           0.0065746,           0.0065746,           0.0065746
                 175,            0.019268,           0.0083422,          0.00095601,              0.9981,                   1,               0.995,             0.89633,            0.011537,           0.0027289,          0.00046639,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017701,           0.0080227,          0.00062911,             0.99802,                   1,               0.995,              0.9031,            0.011281,           0.0027986,          0.00053838,            0.006535,            0.006535,            0.006535
                 177,            0.016733,            0.007743,           0.0008758,             0.99786,                   1,               0.995,             0.90039,            0.011565,           0.0029602,          0.00055376,           0.0065152,           0.0065152,           0.0065152
                 178,            0.017752,            0.008532,           0.0010582,              0.9978,                   1,               0.995,             0.90633,            0.011122,           0.0028807,          0.00053121,           0.0064954,           0.0064954,           0.0064954
                 179,            0.018273,           0.0077968,          0.00073025,             0.99806,                   1,               0.995,             0.89194,            0.011981,           0.0028905,          0.00046606,           0.0064756,           0.0064756,           0.0064756
                 180,            0.018299,             0.00786,          0.00062291,             0.99824,                   1,               0.995,             0.90113,            0.011668,           0.0027996,          0.00041144,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017211,           0.0079902,           0.0010957,             0.99835,                   1,               0.995,             0.89871,            0.012544,           0.0028127,          0.00036897,            0.006436,            0.006436,            0.006436
                 182,            0.018161,           0.0084067,          0.00084627,             0.99684,                   1,               0.995,             0.89645,            0.011886,            0.002834,          0.00036057,           0.0064162,           0.0064162,           0.0064162
                 183,            0.018285,           0.0076129,          0.00091408,             0.99799,                   1,               0.995,             0.90222,            0.012274,           0.0028095,          0.00039953,           0.0063964,           0.0063964,           0.0063964
                 184,            0.017386,           0.0074954,          0.00058448,             0.99777,                   1,               0.995,             0.88764,            0.012234,            0.002844,          0.00046365,           0.0063766,           0.0063766,           0.0063766
                 185,            0.016925,           0.0083475,          0.00087951,             0.99806,                   1,               0.995,             0.90674,             0.01087,           0.0027086,          0.00052009,           0.0063568,           0.0063568,           0.0063568
                 186,            0.017752,           0.0073172,          0.00081517,             0.99855,             0.99975,               0.995,             0.89517,             0.01227,           0.0026937,           0.0005317,            0.006337,            0.006337,            0.006337
                 187,            0.018679,           0.0081294,          0.00093338,             0.99771,                   1,               0.995,             0.89328,            0.012349,           0.0028064,          0.00049006,           0.0063172,           0.0063172,           0.0063172
                 188,            0.017118,           0.0071346,          0.00094983,             0.99747,                   1,               0.995,             0.91085,             0.01127,           0.0026508,          0.00043201,           0.0062974,           0.0062974,           0.0062974
                 189,            0.017093,           0.0079577,          0.00050237,             0.99781,                   1,               0.995,             0.90178,            0.012204,           0.0026769,          0.00037708,           0.0062776,           0.0062776,           0.0062776
                 190,            0.018824,           0.0078551,          0.00060695,             0.99767,                   1,               0.995,             0.88889,            0.012365,           0.0026882,          0.00033622,           0.0062578,           0.0062578,           0.0062578
                 191,            0.018787,           0.0076185,              0.0005,             0.99795,                   1,               0.995,             0.90759,            0.011965,           0.0026493,          0.00030733,            0.006238,            0.006238,            0.006238
                 192,             0.01749,           0.0083649,          0.00072317,             0.99799,                   1,               0.995,             0.89343,            0.012742,           0.0027098,          0.00030784,           0.0062182,           0.0062182,           0.0062182
                 193,            0.018505,           0.0076124,           0.0004979,             0.99821,                   1,               0.995,             0.87199,            0.013107,           0.0027667,           0.0003043,           0.0061984,           0.0061984,           0.0061984
                 194,            0.018914,           0.0074833,           0.0012737,             0.99778,                   1,               0.995,             0.89796,            0.011626,           0.0026896,          0.00032336,           0.0061786,           0.0061786,           0.0061786
                 195,             0.01808,           0.0077692,           0.0007876,              0.9984,                   1,               0.995,             0.90092,            0.011364,           0.0026797,           0.0003462,           0.0061588,           0.0061588,           0.0061588
                 196,            0.017614,           0.0075346,          0.00055317,             0.99856,                   1,               0.995,             0.90439,            0.010936,           0.0026519,          0.00036685,            0.006139,            0.006139,            0.006139
                 197,            0.017123,           0.0080796,           0.0011498,             0.99875,                   1,               0.995,             0.91133,            0.010564,           0.0026296,          0.00036471,           0.0061192,           0.0061192,           0.0061192
                 198,            0.017691,           0.0077886,           0.0010255,             0.99889,                   1,               0.995,             0.91967,            0.011209,           0.0026925,          0.00036386,           0.0060994,           0.0060994,           0.0060994
                 199,            0.017589,            0.007488,          0.00053405,             0.99872,                   1,               0.995,             0.90787,            0.010695,           0.0026804,          0.00037269,           0.0060796,           0.0060796,           0.0060796
                 200,            0.017503,           0.0079688,          0.00068216,             0.99844,                   1,               0.995,             0.92017,            0.011495,           0.0027132,          0.00035886,           0.0060598,           0.0060598,           0.0060598
                 201,            0.016958,           0.0072661,          0.00056896,             0.99814,                   1,               0.995,             0.90439,            0.010749,           0.0026836,          0.00035092,             0.00604,             0.00604,             0.00604
                 202,            0.018132,           0.0075956,          0.00050708,              0.9978,                   1,               0.995,             0.90675,            0.011148,           0.0026732,          0.00034346,           0.0060202,           0.0060202,           0.0060202
                 203,            0.017665,           0.0073579,          0.00038644,             0.99785,                   1,               0.995,             0.90952,            0.010841,            0.002632,          0.00034975,           0.0060004,           0.0060004,           0.0060004
                 204,            0.017523,           0.0077749,          0.00073059,             0.99799,                   1,               0.995,             0.90107,            0.011148,           0.0026103,          0.00037052,           0.0059806,           0.0059806,           0.0059806
                 205,            0.017819,           0.0074739,          0.00050577,             0.99816,                   1,               0.995,             0.90252,            0.011189,           0.0026451,          0.00038134,           0.0059608,           0.0059608,           0.0059608
                 206,            0.016988,            0.007606,          0.00051889,             0.99834,                   1,               0.995,             0.88917,            0.011813,           0.0027385,          0.00038816,            0.005941,            0.005941,            0.005941
                 207,            0.017942,           0.0076735,           0.0010521,             0.99777,                   1,               0.995,             0.90823,            0.011491,           0.0029033,          0.00037409,           0.0059212,           0.0059212,           0.0059212
                 208,            0.016112,           0.0073591,           0.0005739,             0.99746,             0.99987,               0.995,             0.91542,            0.011104,           0.0028281,          0.00036093,           0.0059014,           0.0059014,           0.0059014
                 209,            0.016673,            0.007719,          0.00049913,             0.99768,                   1,               0.995,             0.89524,            0.011854,           0.0029119,          0.00034643,           0.0058816,           0.0058816,           0.0058816
                 210,             0.01672,            0.007529,          0.00046694,              0.9981,                   1,               0.995,             0.92157,            0.010728,           0.0026921,          0.00034394,           0.0058618,           0.0058618,           0.0058618
                 211,            0.016858,           0.0081757,          0.00067157,             0.99863,                   1,               0.995,             0.91481,             0.01056,           0.0026052,          0.00034877,            0.005842,            0.005842,            0.005842
                 212,            0.016811,           0.0069629,          0.00064152,             0.99907,                   1,               0.995,             0.91182,            0.010919,           0.0026632,          0.00035536,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017133,           0.0073457,          0.00042513,             0.99888,                   1,               0.995,             0.91382,            0.010928,           0.0026548,          0.00036855,           0.0058024,           0.0058024,           0.0058024
                 214,            0.015935,           0.0074132,          0.00055275,             0.99855,                   1,               0.995,              0.9095,            0.010572,           0.0026755,          0.00038784,           0.0057826,           0.0057826,           0.0057826
                 215,            0.016681,           0.0080053,          0.00057623,             0.99839,                   1,               0.995,             0.90812,            0.010323,           0.0025977,          0.00039124,           0.0057628,           0.0057628,           0.0057628
                 216,            0.017638,           0.0073242,          0.00048739,             0.99835,                   1,               0.995,             0.91907,            0.010423,            0.002606,          0.00037725,            0.005743,            0.005743,            0.005743
                 217,            0.018205,           0.0075499,          0.00087257,              0.9984,                   1,               0.995,             0.89834,            0.011682,           0.0027965,          0.00035909,           0.0057232,           0.0057232,           0.0057232
                 218,            0.016673,           0.0072227,          0.00053701,              0.9982,                   1,               0.995,             0.91889,           0.0096947,           0.0025761,          0.00034358,           0.0057034,           0.0057034,           0.0057034
                 219,            0.015925,           0.0071386,          0.00050588,             0.99792,                   1,               0.995,             0.91772,            0.010168,             0.00248,          0.00032406,           0.0056836,           0.0056836,           0.0056836
                 220,            0.016774,           0.0078326,          0.00065812,             0.99808,                   1,               0.995,              0.9128,            0.010062,           0.0024994,          0.00032408,           0.0056638,           0.0056638,           0.0056638
                 221,             0.01688,           0.0070643,          0.00082812,              0.9982,                   1,               0.995,             0.92499,            0.010463,           0.0024565,          0.00033634,            0.005644,            0.005644,            0.005644
                 222,            0.015826,           0.0074943,          0.00087945,             0.99843,                   1,               0.995,             0.92927,           0.0098208,           0.0024517,          0.00035054,           0.0056242,           0.0056242,           0.0056242
                 223,            0.017494,           0.0074405,           0.0008128,             0.99851,                   1,               0.995,             0.91857,            0.010077,           0.0024317,          0.00034124,           0.0056044,           0.0056044,           0.0056044
                 224,            0.015588,           0.0072263,          0.00062729,             0.99839,                   1,               0.995,             0.90585,            0.010468,           0.0024846,          0.00031029,           0.0055846,           0.0055846,           0.0055846
                 225,            0.016488,           0.0071108,          0.00057688,             0.99837,                   1,               0.995,             0.90641,            0.010626,           0.0025543,          0.00028921,           0.0055648,           0.0055648,           0.0055648
                 226,            0.016147,           0.0074204,          0.00055972,             0.99825,                   1,               0.995,             0.92813,           0.0093753,           0.0024336,          0.00028079,            0.005545,            0.005545,            0.005545
                 227,            0.016269,           0.0071233,          0.00047526,             0.99835,                   1,               0.995,             0.92812,           0.0095928,           0.0024376,          0.00027714,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017267,           0.0078268,          0.00060061,             0.99851,                   1,               0.995,             0.92449,            0.010397,           0.0025797,          0.00028754,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017441,           0.0081146,          0.00083687,             0.99856,                   1,               0.995,             0.93054,            0.009677,           0.0025241,          0.00031511,           0.0054856,           0.0054856,           0.0054856
                 230,            0.015911,           0.0067987,          0.00035607,             0.99853,                   1,               0.995,             0.92211,            0.010124,           0.0026583,          0.00033313,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016402,           0.0066798,           0.0014606,             0.99843,                   1,               0.995,             0.92397,            0.009314,           0.0025933,          0.00035034,            0.005446,            0.005446,            0.005446
                 232,            0.015558,            0.008039,          0.00061565,             0.99843,                   1,               0.995,             0.91613,           0.0099389,           0.0025722,          0.00035249,           0.0054262,           0.0054262,           0.0054262
                 233,            0.016821,           0.0073449,          0.00091228,             0.99817,                   1,               0.995,             0.92257,             0.01045,           0.0025562,          0.00035552,           0.0054064,           0.0054064,           0.0054064
                 234,            0.016607,           0.0075059,           0.0014044,             0.99802,                   1,               0.995,             0.91656,            0.010628,           0.0025523,          0.00037149,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017051,           0.0074701,           0.0011112,             0.99819,                   1,               0.995,              0.9201,           0.0097056,           0.0024848,          0.00035983,           0.0053668,           0.0053668,           0.0053668
                 236,            0.015743,           0.0077588,          0.00064861,             0.99846,             0.99982,               0.995,             0.91811,           0.0099119,           0.0025506,          0.00033229,            0.005347,            0.005347,            0.005347
                 237,            0.014912,           0.0074946,          0.00048193,              0.9982,             0.99953,               0.995,             0.92408,            0.009645,           0.0025273,          0.00031353,           0.0053272,           0.0053272,           0.0053272
                 238,             0.01519,            0.007041,          0.00062375,             0.99812,             0.99533,               0.995,             0.92081,            0.010744,           0.0025402,          0.00029466,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017346,           0.0076888,          0.00041808,             0.99711,             0.99533,               0.995,             0.91007,            0.010384,           0.0025731,          0.00029514,           0.0052876,           0.0052876,           0.0052876
                 240,            0.015859,           0.0072267,          0.00055851,              0.9973,             0.99533,               0.995,             0.90856,            0.010799,           0.0026507,          0.00030471,           0.0052678,           0.0052678,           0.0052678
                 241,            0.015096,           0.0077867,          0.00082269,              0.9976,             0.99866,               0.995,              0.9168,           0.0097992,           0.0025933,          0.00030684,            0.005248,            0.005248,            0.005248
                 242,            0.015957,           0.0079182,          0.00053376,              0.9977,             0.99929,               0.995,             0.91414,           0.0097848,           0.0025109,          0.00031214,           0.0052282,           0.0052282,           0.0052282
                 243,            0.016266,           0.0067979,           0.0015545,             0.99727,                   1,               0.995,             0.91595,           0.0099299,           0.0025417,          0.00032206,           0.0052084,           0.0052084,           0.0052084
                 244,            0.016781,           0.0074026,          0.00047038,             0.99737,                   1,               0.995,             0.92269,           0.0096683,             0.00247,          0.00031567,           0.0051886,           0.0051886,           0.0051886
                 245,            0.015624,           0.0072348,          0.00066032,             0.99783,                   1,               0.995,             0.92808,           0.0097073,           0.0024864,          0.00030252,           0.0051688,           0.0051688,           0.0051688
                 246,            0.016473,           0.0077948,          0.00082621,             0.99799,                   1,               0.995,             0.93667,           0.0094112,           0.0024408,          0.00029071,            0.005149,            0.005149,            0.005149
                 247,            0.015939,           0.0070839,           0.0003581,             0.99823,                   1,               0.995,               0.933,           0.0097798,           0.0024914,          0.00030264,           0.0051292,           0.0051292,           0.0051292
                 248,            0.015705,           0.0067813,          0.00043879,             0.99861,                   1,               0.995,             0.92648,           0.0093128,           0.0025622,           0.0003213,           0.0051094,           0.0051094,           0.0051094
                 249,            0.015567,           0.0073241,          0.00038336,             0.99877,                   1,               0.995,             0.91719,            0.010099,           0.0026736,          0.00034084,           0.0050896,           0.0050896,           0.0050896
                 250,            0.015447,           0.0070641,          0.00050419,              0.9987,                   1,               0.995,             0.92909,           0.0094196,           0.0025079,          0.00032373,           0.0050698,           0.0050698,           0.0050698
                 251,            0.015494,           0.0069732,          0.00091805,              0.9984,                   1,               0.995,             0.92979,            0.009241,           0.0025107,          0.00027829,             0.00505,             0.00505,             0.00505
                 252,            0.014789,           0.0068312,          0.00075546,             0.99832,                   1,               0.995,             0.92814,            0.009335,           0.0023927,          0.00025941,           0.0050302,           0.0050302,           0.0050302
                 253,            0.015376,           0.0074797,          0.00056623,             0.99845,                   1,               0.995,              0.9226,           0.0098161,           0.0024121,          0.00024593,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015787,           0.0071122,          0.00064582,             0.99863,                   1,               0.995,             0.92418,           0.0096104,           0.0025123,          0.00023332,           0.0049906,           0.0049906,           0.0049906
                 255,            0.015622,           0.0070402,          0.00064926,             0.99887,                   1,               0.995,             0.93959,            0.008949,           0.0024477,          0.00023533,           0.0049708,           0.0049708,           0.0049708
                 256,            0.014627,           0.0067581,           0.0006877,             0.99878,                   1,               0.995,             0.93487,           0.0093368,           0.0024107,          0.00026002,            0.004951,            0.004951,            0.004951
                 257,            0.014752,           0.0070176,          0.00047975,              0.9986,                   1,               0.995,             0.94417,           0.0087341,           0.0022974,          0.00028971,           0.0049312,           0.0049312,           0.0049312
                 258,             0.01423,           0.0070864,          0.00068543,             0.99852,                   1,               0.995,             0.93483,           0.0087237,           0.0023199,          0.00031325,           0.0049114,           0.0049114,           0.0049114
                 259,            0.014883,           0.0069976,          0.00075316,             0.99916,              0.9988,               0.995,             0.92846,           0.0092325,            0.002346,          0.00030981,           0.0048916,           0.0048916,           0.0048916
                 260,             0.01464,           0.0074647,          0.00045908,             0.99912,             0.99866,               0.995,              0.9225,           0.0091488,           0.0023736,          0.00030096,           0.0048718,           0.0048718,           0.0048718
                 261,            0.013579,           0.0068034,           0.0014573,             0.99913,             0.99961,               0.995,             0.92166,           0.0091861,            0.002393,          0.00029528,            0.004852,            0.004852,            0.004852
                 262,            0.013951,           0.0064437,          0.00037185,             0.99851,                   1,               0.995,             0.92682,           0.0093707,           0.0024691,          0.00028676,           0.0048322,           0.0048322,           0.0048322
                 263,            0.015415,           0.0069313,          0.00064265,              0.9977,                   1,               0.995,               0.922,           0.0098874,           0.0024382,          0.00028183,           0.0048124,           0.0048124,           0.0048124
                 264,            0.015554,           0.0069076,          0.00053767,             0.99738,                   1,               0.995,              0.9359,           0.0096018,           0.0023617,          0.00028114,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014911,            0.007333,          0.00062653,             0.99729,                   1,               0.995,             0.93161,           0.0091825,           0.0024101,          0.00028179,           0.0047728,           0.0047728,           0.0047728
                 266,             0.01438,           0.0070808,          0.00047502,             0.99759,                   1,               0.995,             0.94226,           0.0089836,           0.0023716,          0.00029777,            0.004753,            0.004753,            0.004753
                 267,            0.014345,           0.0069121,          0.00074781,             0.99823,                   1,               0.995,              0.9403,           0.0089586,            0.002296,          0.00032061,           0.0047332,           0.0047332,           0.0047332
                 268,             0.01434,           0.0074977,          0.00087212,             0.99872,                   1,               0.995,             0.92624,           0.0090683,           0.0022553,          0.00032788,           0.0047134,           0.0047134,           0.0047134
                 269,            0.015114,           0.0068666,          0.00073344,             0.99864,                   1,               0.995,             0.93605,           0.0090225,           0.0022765,          0.00032477,           0.0046936,           0.0046936,           0.0046936
                 270,            0.014408,           0.0069616,          0.00048098,             0.99864,                   1,               0.995,             0.93756,           0.0085228,           0.0022944,          0.00031604,           0.0046738,           0.0046738,           0.0046738
                 271,            0.015212,           0.0066191,          0.00063187,             0.99864,                   1,               0.995,             0.92857,           0.0084809,           0.0023735,           0.0003065,            0.004654,            0.004654,            0.004654
                 272,            0.014731,           0.0070974,          0.00041073,             0.99869,                   1,               0.995,             0.92925,           0.0086303,           0.0024174,          0.00030413,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014271,           0.0068995,          0.00048839,              0.9987,                   1,               0.995,             0.92177,           0.0088141,           0.0024194,          0.00030411,           0.0046144,           0.0046144,           0.0046144
                 274,            0.015571,           0.0070344,          0.00043142,             0.99867,                   1,               0.995,             0.94117,           0.0084501,           0.0023073,          0.00029869,           0.0045946,           0.0045946,           0.0045946
                 275,            0.013653,           0.0064269,          0.00046468,             0.99868,                   1,               0.995,             0.94248,           0.0083387,           0.0023443,          0.00029264,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014906,            0.006811,          0.00050368,             0.99865,                   1,               0.995,             0.95213,           0.0082207,           0.0023043,          0.00029012,            0.004555,            0.004555,            0.004555
                 277,            0.014104,           0.0067776,          0.00046945,              0.9987,                   1,               0.995,             0.94115,           0.0085377,           0.0023303,          0.00027853,           0.0045352,           0.0045352,           0.0045352
                 278,            0.014578,           0.0076554,          0.00034458,             0.99882,                   1,               0.995,             0.93625,           0.0091271,           0.0023809,           0.0002606,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015112,           0.0075535,             0.00109,             0.99842,                   1,               0.995,               0.942,           0.0082206,           0.0023746,          0.00025097,           0.0044956,           0.0044956,           0.0044956
                 280,            0.014781,           0.0075924,           0.0008733,              0.9982,                   1,               0.995,             0.93831,            0.008446,           0.0024111,           0.0002564,           0.0044758,           0.0044758,           0.0044758
                 281,            0.012996,            0.006863,          0.00058269,             0.99813,                   1,               0.995,             0.93992,           0.0084143,           0.0024402,          0.00026323,            0.004456,            0.004456,            0.004456
                 282,            0.013064,           0.0066632,          0.00035408,             0.99805,                   1,               0.995,             0.93946,           0.0084231,           0.0024029,          0.00026485,           0.0044362,           0.0044362,           0.0044362
                 283,            0.013212,           0.0065508,           0.0003794,             0.99811,                   1,               0.995,             0.93901,           0.0081322,           0.0024324,          0.00027112,           0.0044164,           0.0044164,           0.0044164
                 284,            0.013633,           0.0062678,          0.00078634,             0.99836,                   1,               0.995,             0.93973,           0.0085317,           0.0024787,          0.00027562,           0.0043966,           0.0043966,           0.0043966
                 285,            0.013622,           0.0066461,          0.00040386,             0.99835,                   1,               0.995,             0.93512,           0.0085928,            0.002483,          0.00028407,           0.0043768,           0.0043768,           0.0043768
                 286,            0.014251,           0.0069091,          0.00047644,             0.99871,                   1,               0.995,              0.9375,           0.0083211,           0.0023872,          0.00029092,            0.004357,            0.004357,            0.004357
                 287,            0.014836,             0.00735,          0.00040752,             0.99879,                   1,               0.995,             0.94016,           0.0082438,           0.0023048,          0.00028442,           0.0043372,           0.0043372,           0.0043372
                 288,            0.013988,           0.0069024,          0.00042255,             0.99855,                   1,               0.995,             0.93266,           0.0087514,           0.0023566,          0.00027319,           0.0043174,           0.0043174,           0.0043174
                 289,            0.013523,           0.0071198,          0.00037721,             0.99868,                   1,               0.995,             0.94098,           0.0082158,             0.00235,          0.00026167,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014556,           0.0073691,          0.00045281,             0.99878,                   1,               0.995,             0.93148,           0.0090019,           0.0025083,          0.00025351,           0.0042778,           0.0042778,           0.0042778
                 291,            0.014733,            0.007526,          0.00050227,             0.99885,                   1,               0.995,               0.935,           0.0082744,           0.0025248,          0.00024074,            0.004258,            0.004258,            0.004258
                 292,            0.014197,           0.0072465,           0.0016558,             0.99884,                   1,               0.995,             0.93267,           0.0081542,           0.0023889,          0.00023208,           0.0042382,           0.0042382,           0.0042382
                 293,            0.014064,           0.0064544,          0.00062936,             0.99887,                   1,               0.995,             0.93479,           0.0087778,           0.0023677,          0.00022341,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015866,           0.0071028,          0.00069596,             0.99879,                   1,               0.995,             0.93541,           0.0086573,           0.0022308,          0.00021931,           0.0041986,           0.0041986,           0.0041986
                 295,            0.014758,           0.0068703,           0.0010416,             0.99837,                   1,               0.995,             0.94478,           0.0083266,           0.0022355,          0.00022629,           0.0041788,           0.0041788,           0.0041788
                 296,            0.014417,           0.0070916,          0.00037155,             0.99814,                   1,               0.995,             0.95298,           0.0082723,           0.0022497,          0.00022944,            0.004159,            0.004159,            0.004159
                 297,            0.014122,           0.0067189,          0.00072317,             0.99826,                   1,               0.995,             0.94142,           0.0089634,           0.0022829,          0.00023225,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013406,           0.0066701,          0.00074056,             0.99762,                   1,               0.995,             0.93583,            0.008524,           0.0022306,          0.00023271,           0.0041194,           0.0041194,           0.0041194
                 299,            0.014705,           0.0065383,          0.00068293,             0.99783,                   1,               0.995,             0.93409,           0.0089652,           0.0023148,          0.00023675,           0.0040996,           0.0040996,           0.0040996
                 300,             0.01429,           0.0068773,          0.00062323,             0.99879,                   1,               0.995,             0.93919,           0.0086527,           0.0023834,          0.00024031,           0.0040798,           0.0040798,           0.0040798
                 301,            0.013565,           0.0067972,          0.00039635,             0.99889,                   1,               0.995,             0.94919,           0.0081904,           0.0022814,          0.00023409,             0.00406,             0.00406,             0.00406
                 302,            0.013235,           0.0068695,          0.00039212,              0.9989,                   1,               0.995,             0.94826,           0.0078773,           0.0022386,          0.00022957,           0.0040402,           0.0040402,           0.0040402
                 303,            0.013623,           0.0070755,          0.00051353,             0.99878,                   1,               0.995,             0.95273,           0.0077076,           0.0022178,          0.00022779,           0.0040204,           0.0040204,           0.0040204
                 304,            0.013314,           0.0071201,          0.00033231,             0.99876,                   1,               0.995,             0.95521,           0.0078918,           0.0021896,          0.00023048,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01344,           0.0063475,          0.00052264,             0.99879,                   1,               0.995,             0.95514,           0.0081213,           0.0022523,          0.00023384,           0.0039808,           0.0039808,           0.0039808
                 306,            0.013078,           0.0066033,          0.00028793,             0.99875,                   1,               0.995,             0.95627,           0.0080577,           0.0022695,          0.00023305,            0.003961,            0.003961,            0.003961
                 307,            0.013661,           0.0065036,          0.00036048,             0.99857,                   1,               0.995,             0.95139,           0.0081159,            0.002259,          0.00023795,           0.0039412,           0.0039412,           0.0039412
                 308,            0.013371,           0.0065783,          0.00043644,             0.99844,                   1,               0.995,              0.9367,           0.0086906,           0.0023475,          0.00023816,           0.0039214,           0.0039214,           0.0039214
                 309,            0.013268,           0.0061223,          0.00036113,             0.99845,                   1,               0.995,             0.94787,           0.0079017,           0.0022227,          0.00023757,           0.0039016,           0.0039016,           0.0039016
                 310,            0.012333,           0.0064513,           0.0004537,             0.99864,                   1,               0.995,             0.95775,           0.0079406,           0.0021426,          0.00023521,           0.0038818,           0.0038818,           0.0038818
                 311,            0.013967,           0.0069857,          0.00028667,             0.99868,                   1,               0.995,             0.95259,           0.0080524,           0.0021527,           0.0002239,            0.003862,            0.003862,            0.003862
                 312,            0.013382,           0.0070214,          0.00032599,             0.99878,                   1,               0.995,             0.95582,            0.007846,           0.0022083,           0.0002176,           0.0038422,           0.0038422,           0.0038422
                 313,            0.012928,           0.0067778,          0.00033294,             0.99893,                   1,               0.995,             0.95818,           0.0081117,           0.0021734,          0.00021391,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013726,           0.0066917,           0.0003801,             0.99891,                   1,               0.995,             0.95773,           0.0079021,           0.0022072,            0.000214,           0.0038026,           0.0038026,           0.0038026
