               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.012516,           0.0062669,          0.00036022,             0.99887,                   1,               0.995,             0.96127,           0.0075819,            0.002171,          0.00020796,           0.0037828,           0.0037828,           0.0037828
                 316,            0.011455,           0.0061628,          0.00028304,             0.99875,                   1,               0.995,              0.9502,            0.007932,           0.0022958,          0.00019945,            0.003763,            0.003763,            0.003763
                 317,            0.012492,            0.006357,          0.00026834,             0.99886,                   1,               0.995,             0.96272,            0.007722,           0.0022114,          0.00018936,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013085,           0.0063858,          0.00026036,             0.99869,                   1,               0.995,             0.95392,           0.0081729,           0.0022178,          0.00018096,           0.0037234,           0.0037234,           0.0037234
                 319,            0.013396,           0.0065121,          0.00034973,             0.99864,                   1,               0.995,              0.9501,           0.0081663,           0.0022278,          0.00018331,           0.0037036,           0.0037036,           0.0037036
                 320,            0.013055,            0.006385,          0.00032648,             0.99868,                   1,               0.995,             0.95186,           0.0081043,           0.0022025,          0.00018955,           0.0036838,           0.0036838,           0.0036838
                 321,            0.012665,           0.0060675,           0.0003162,             0.99865,                   1,               0.995,             0.95341,           0.0081939,           0.0022875,          0.00019882,            0.003664,            0.003664,            0.003664
                 322,            0.012096,           0.0061895,          0.00033601,             0.99876,                   1,               0.995,             0.95853,           0.0079133,           0.0023136,          0.00020285,           0.0036442,           0.0036442,           0.0036442
                 323,            0.012551,           0.0062186,          0.00060663,             0.99882,                   1,               0.995,              0.9573,           0.0083252,             0.00229,          0.00020516,           0.0036244,           0.0036244,           0.0036244
                 324,            0.013007,           0.0060783,          0.00041371,             0.99884,                   1,               0.995,             0.95571,           0.0078382,           0.0022473,          0.00020325,           0.0036046,           0.0036046,           0.0036046
                 325,            0.012198,           0.0062293,          0.00050593,             0.99886,                   1,               0.995,             0.95819,           0.0078929,           0.0022412,          0.00019886,           0.0035848,           0.0035848,           0.0035848
                 326,            0.012256,           0.0064551,          0.00030215,             0.99888,                   1,               0.995,             0.96063,           0.0077503,           0.0022026,          0.00019239,            0.003565,            0.003565,            0.003565
                 327,            0.012893,           0.0062742,          0.00025942,             0.99884,                   1,               0.995,             0.95764,           0.0076899,           0.0021987,          0.00018901,           0.0035452,           0.0035452,           0.0035452
                 328,            0.012725,           0.0062148,          0.00027995,             0.99881,                   1,               0.995,             0.96006,           0.0076408,           0.0021637,          0.00018652,           0.0035254,           0.0035254,           0.0035254
                 329,            0.013735,           0.0065828,           0.0003126,             0.99878,                   1,               0.995,             0.95309,           0.0078974,            0.002244,          0.00018644,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01188,           0.0062183,          0.00027832,             0.99885,                   1,               0.995,             0.95204,           0.0078251,           0.0022166,          0.00018321,           0.0034858,           0.0034858,           0.0034858
                 331,            0.012018,           0.0061913,          0.00067715,             0.99866,                   1,               0.995,             0.95706,           0.0076949,           0.0022066,          0.00018341,            0.003466,            0.003466,            0.003466
                 332,            0.012565,           0.0060856,          0.00034635,             0.99856,                   1,               0.995,             0.95101,           0.0077538,           0.0022916,          0.00019009,           0.0034462,           0.0034462,           0.0034462
                 333,            0.012331,           0.0064405,           0.0015759,             0.99868,                   1,               0.995,             0.94965,           0.0079682,           0.0022228,          0.00019607,           0.0034264,           0.0034264,           0.0034264
                 334,            0.012284,           0.0064645,          0.00032176,             0.99874,                   1,               0.995,             0.95467,           0.0077801,           0.0021814,           0.0002003,           0.0034066,           0.0034066,           0.0034066
                 335,            0.012499,           0.0064431,          0.00037018,             0.99878,                   1,               0.995,             0.95439,           0.0077562,           0.0022273,           0.0002069,           0.0033868,           0.0033868,           0.0033868
                 336,             0.01258,           0.0062376,          0.00034868,              0.9988,                   1,               0.995,             0.96098,           0.0076567,           0.0021299,          0.00020915,            0.003367,            0.003367,            0.003367
                 337,            0.011616,           0.0060465,          0.00025973,             0.99893,                   1,               0.995,              0.9631,            0.007714,            0.002099,          0.00021248,           0.0033472,           0.0033472,           0.0033472
                 338,            0.012694,           0.0064942,          0.00023309,             0.99909,                   1,               0.995,             0.95785,           0.0074885,           0.0020748,           0.0002125,           0.0033274,           0.0033274,           0.0033274
                 339,            0.012149,           0.0061564,          0.00071691,             0.99916,                   1,               0.995,             0.96016,           0.0077185,           0.0020406,          0.00021005,           0.0033076,           0.0033076,           0.0033076
                 340,            0.011333,           0.0060382,          0.00028762,             0.99913,                   1,               0.995,             0.96092,           0.0077303,           0.0020661,          0.00020931,           0.0032878,           0.0032878,           0.0032878
                 341,            0.012656,           0.0060677,          0.00035252,              0.9992,                   1,               0.995,             0.95915,           0.0075341,            0.002071,          0.00020637,            0.003268,            0.003268,            0.003268
                 342,            0.011644,            0.006034,          0.00031909,             0.99933,                   1,               0.995,             0.96071,           0.0073586,           0.0021068,           0.0002007,           0.0032482,           0.0032482,           0.0032482
                 343,            0.011908,           0.0063908,          0.00022249,             0.99926,                   1,               0.995,             0.95928,           0.0074342,           0.0021029,          0.00019136,           0.0032284,           0.0032284,           0.0032284
                 344,            0.011747,           0.0054351,          0.00021492,              0.9991,                   1,               0.995,             0.95481,            0.007577,           0.0022159,          0.00018766,           0.0032086,           0.0032086,           0.0032086
                 345,            0.012278,           0.0062911,          0.00024455,             0.99904,                   1,               0.995,             0.95725,           0.0076272,           0.0022314,            0.000187,           0.0031888,           0.0031888,           0.0031888
                 346,            0.011884,           0.0060133,          0.00029683,             0.99903,                   1,               0.995,              0.9645,            0.007489,           0.0021547,          0.00018592,            0.003169,            0.003169,            0.003169
                 347,            0.011766,           0.0065934,          0.00040297,             0.99905,                   1,               0.995,              0.9601,           0.0075826,             0.00215,          0.00018376,           0.0031492,           0.0031492,           0.0031492
                 348,            0.012424,           0.0065194,           0.0005343,             0.99905,                   1,               0.995,             0.95904,           0.0074732,           0.0020989,          0.00018495,           0.0031294,           0.0031294,           0.0031294
                 349,            0.012663,            0.006267,          0.00028906,             0.99906,                   1,               0.995,             0.96646,           0.0075248,           0.0020936,          0.00018591,           0.0031096,           0.0031096,           0.0031096
                 350,            0.012002,           0.0058616,          0.00026972,             0.99901,                   1,               0.995,             0.96479,           0.0073382,           0.0020842,          0.00018762,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012044,           0.0058594,          0.00037919,             0.99905,                   1,               0.995,             0.96561,           0.0070522,           0.0020801,          0.00018996,             0.00307,             0.00307,             0.00307
                 352,            0.011171,           0.0061394,          0.00025052,             0.99904,                   1,               0.995,             0.96494,           0.0071498,           0.0020514,          0.00018894,           0.0030502,           0.0030502,           0.0030502
                 353,            0.011326,           0.0058153,          0.00039832,             0.99903,                   1,               0.995,             0.96474,           0.0073462,           0.0021089,          0.00018611,           0.0030304,           0.0030304,           0.0030304
                 354,            0.011985,           0.0060826,          0.00024712,             0.99903,                   1,               0.995,             0.96723,           0.0071801,           0.0020745,          0.00018108,           0.0030106,           0.0030106,           0.0030106
                 355,            0.012159,             0.00651,          0.00023292,             0.99908,                   1,               0.995,             0.96874,           0.0070685,           0.0020601,          0.00017574,           0.0029908,           0.0029908,           0.0029908
                 356,            0.011794,           0.0058019,          0.00020993,             0.99904,                   1,               0.995,             0.96513,           0.0070126,           0.0020239,          0.00017202,            0.002971,            0.002971,            0.002971
                 357,            0.011594,           0.0060325,          0.00085154,             0.99908,                   1,               0.995,             0.96928,           0.0071036,            0.002033,          0.00017043,           0.0029512,           0.0029512,           0.0029512
                 358,            0.011782,           0.0059821,          0.00025642,             0.99905,                   1,               0.995,             0.96456,           0.0069639,           0.0019928,          0.00016877,           0.0029314,           0.0029314,           0.0029314
                 359,            0.011879,           0.0060876,          0.00023381,               0.999,                   1,               0.995,             0.95795,           0.0071096,           0.0019881,          0.00016867,           0.0029116,           0.0029116,           0.0029116
                 360,            0.011459,            0.005624,          0.00022695,             0.99893,                   1,               0.995,             0.96023,           0.0068047,           0.0019659,          0.00016749,           0.0028918,           0.0028918,           0.0028918
                 361,             0.01183,           0.0055719,          0.00023429,             0.99888,                   1,               0.995,             0.95554,           0.0067577,           0.0019708,           0.0001658,            0.002872,            0.002872,            0.002872
                 362,            0.011869,            0.005656,           0.0003282,             0.99883,                   1,               0.995,             0.96612,           0.0066909,           0.0019388,          0.00016217,           0.0028522,           0.0028522,           0.0028522
                 363,            0.011834,           0.0061989,          0.00022211,             0.99892,                   1,               0.995,             0.97047,           0.0066647,           0.0019257,           0.0001558,           0.0028324,           0.0028324,           0.0028324
                 364,            0.011635,           0.0061671,          0.00020751,             0.99886,                   1,               0.995,             0.96783,           0.0068577,           0.0019498,          0.00015102,           0.0028126,           0.0028126,           0.0028126
                 365,            0.012063,           0.0058061,          0.00063334,             0.99882,                   1,               0.995,             0.96771,           0.0067932,            0.001942,          0.00014981,           0.0027928,           0.0027928,           0.0027928
                 366,            0.012109,            0.005815,          0.00021848,             0.99878,                   1,               0.995,             0.97062,           0.0069044,           0.0019832,          0.00014716,            0.002773,            0.002773,            0.002773
                 367,            0.012547,           0.0059724,          0.00019797,             0.99874,                   1,               0.995,             0.96867,            0.006604,           0.0019932,          0.00014693,           0.0027532,           0.0027532,           0.0027532
                 368,            0.011045,           0.0054173,          0.00030408,             0.99874,                   1,               0.995,             0.97257,           0.0064656,           0.0019451,          0.00014684,           0.0027334,           0.0027334,           0.0027334
                 369,            0.011235,           0.0058396,          0.00038522,             0.99871,                   1,               0.995,             0.96758,           0.0067839,           0.0019784,          0.00014597,           0.0027136,           0.0027136,           0.0027136
                 370,            0.011143,           0.0059679,          0.00057631,             0.99871,                   1,               0.995,             0.97132,           0.0067266,           0.0019822,          0.00014475,           0.0026938,           0.0026938,           0.0026938
                 371,            0.012165,           0.0066059,          0.00024429,             0.99872,                   1,               0.995,             0.96543,           0.0069366,           0.0020614,           0.0001466,            0.002674,            0.002674,            0.002674
                 372,            0.011453,           0.0053176,          0.00024793,              0.9987,                   1,               0.995,              0.9638,           0.0069225,           0.0020594,          0.00014791,           0.0026542,           0.0026542,           0.0026542
                 373,            0.011204,            0.005946,          0.00027682,             0.99874,                   1,               0.995,             0.96756,               0.007,           0.0020428,          0.00014852,           0.0026344,           0.0026344,           0.0026344
                 374,            0.011271,           0.0061566,          0.00024507,             0.99878,                   1,               0.995,             0.97354,           0.0066784,           0.0020308,          0.00014755,           0.0026146,           0.0026146,           0.0026146
                 375,            0.011972,           0.0055481,          0.00022163,             0.99885,                   1,               0.995,             0.97444,           0.0064874,           0.0019874,          0.00014384,           0.0025948,           0.0025948,           0.0025948
                 376,            0.010946,            0.005813,          0.00018039,             0.99888,                   1,               0.995,             0.97081,            0.006649,           0.0019625,          0.00014046,            0.002575,            0.002575,            0.002575
                 377,             0.01106,           0.0061957,          0.00019205,             0.99892,                   1,               0.995,             0.96791,           0.0069032,           0.0019414,          0.00013838,           0.0025552,           0.0025552,           0.0025552
                 378,            0.011421,           0.0060413,          0.00033018,             0.99895,                   1,               0.995,             0.96524,            0.007061,           0.0019461,          0.00013696,           0.0025354,           0.0025354,           0.0025354
                 379,            0.011985,           0.0060201,          0.00024937,             0.99895,                   1,               0.995,             0.96912,            0.006919,           0.0019765,          0.00013876,           0.0025156,           0.0025156,           0.0025156
                 380,            0.010837,           0.0061868,          0.00025624,             0.99895,                   1,               0.995,             0.96818,           0.0066994,           0.0019775,          0.00014018,           0.0024958,           0.0024958,           0.0024958
                 381,            0.011642,           0.0063684,          0.00068968,             0.99892,                   1,               0.995,             0.96801,           0.0066222,           0.0019864,          0.00014084,            0.002476,            0.002476,            0.002476
                 382,            0.011158,            0.006217,          0.00032325,             0.99897,                   1,               0.995,             0.96718,            0.006612,           0.0019787,          0.00014136,           0.0024562,           0.0024562,           0.0024562
                 383,            0.010497,           0.0056579,          0.00045573,             0.99903,                   1,               0.995,             0.96598,           0.0065787,           0.0019436,          0.00013974,           0.0024364,           0.0024364,           0.0024364
                 384,            0.011117,           0.0057957,          0.00044315,             0.99901,                   1,               0.995,             0.96577,           0.0066817,           0.0019565,          0.00013916,           0.0024166,           0.0024166,           0.0024166
                 385,            0.010847,           0.0059493,          0.00021688,             0.99887,                   1,               0.995,              0.9665,           0.0063614,           0.0019006,          0.00013838,           0.0023968,           0.0023968,           0.0023968
                 386,            0.010133,           0.0057173,          0.00018579,             0.99884,                   1,               0.995,             0.96656,           0.0065834,           0.0019144,          0.00013793,            0.002377,            0.002377,            0.002377
                 387,            0.011163,           0.0061441,          0.00047054,              0.9988,                   1,               0.995,              0.9714,           0.0063904,           0.0018699,          0.00013712,           0.0023572,           0.0023572,           0.0023572
                 388,            0.011403,           0.0063088,          0.00021514,             0.99882,                   1,               0.995,             0.97049,           0.0066998,           0.0019101,          0.00013752,           0.0023374,           0.0023374,           0.0023374
                 389,            0.011224,            0.005787,          0.00019177,             0.99884,                   1,               0.995,             0.96268,           0.0067817,           0.0019663,          0.00013656,           0.0023176,           0.0023176,           0.0023176
                 390,            0.010219,           0.0052047,          0.00020296,             0.99888,                   1,               0.995,             0.96865,           0.0065865,           0.0019334,          0.00013506,           0.0022978,           0.0022978,           0.0022978
                 391,            0.010619,           0.0057264,          0.00026798,             0.99883,                   1,               0.995,              0.9683,           0.0064024,           0.0019673,          0.00013322,            0.002278,            0.002278,            0.002278
                 392,            0.010632,           0.0056847,           0.0003175,             0.99878,                   1,               0.995,              0.9659,           0.0066811,           0.0020918,          0.00013047,           0.0022582,           0.0022582,           0.0022582
                 393,            0.010331,           0.0058536,          0.00021163,             0.99877,                   1,               0.995,             0.96645,           0.0066089,           0.0020636,          0.00012806,           0.0022384,           0.0022384,           0.0022384
                 394,            0.010682,           0.0056176,          0.00039518,              0.9988,                   1,               0.995,             0.96708,           0.0065742,           0.0020218,           0.0001268,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011104,            0.005432,          0.00048232,             0.99884,                   1,               0.995,             0.96654,           0.0065455,           0.0020655,          0.00012312,           0.0021988,           0.0021988,           0.0021988
                 396,            0.010406,           0.0052333,           0.0001712,             0.99887,                   1,               0.995,             0.96665,           0.0064277,           0.0020595,          0.00012391,            0.002179,            0.002179,            0.002179
                 397,            0.010037,           0.0055147,          0.00022124,             0.99895,                   1,               0.995,             0.97375,           0.0062186,           0.0020362,          0.00012468,           0.0021592,           0.0021592,           0.0021592
                 398,            0.011742,           0.0056136,          0.00040493,               0.999,                   1,               0.995,             0.97642,           0.0062639,             0.00202,          0.00012664,           0.0021394,           0.0021394,           0.0021394
                 399,            0.011618,           0.0056335,          0.00030841,             0.99896,                   1,               0.995,             0.97443,           0.0062577,           0.0020237,          0.00013078,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010664,           0.0058541,          0.00017292,             0.99901,                   1,               0.995,             0.97574,            0.006438,           0.0020201,          0.00013115,           0.0020998,           0.0020998,           0.0020998
                 401,            0.010435,           0.0056088,          0.00040111,             0.99899,                   1,               0.995,             0.97699,           0.0063181,           0.0019938,          0.00013045,             0.00208,             0.00208,             0.00208
                 402,           0.0099535,           0.0056971,          0.00020413,             0.99895,                   1,               0.995,             0.97707,           0.0062721,           0.0019626,          0.00012941,           0.0020602,           0.0020602,           0.0020602
                 403,            0.010679,            0.005865,          0.00016974,              0.9989,                   1,               0.995,             0.97304,           0.0064134,            0.002033,          0.00012986,           0.0020404,           0.0020404,           0.0020404
                 404,            0.010608,             0.00583,          0.00039654,             0.99892,                   1,               0.995,             0.97321,           0.0063282,           0.0019805,          0.00012736,           0.0020206,           0.0020206,           0.0020206
                 405,           0.0099328,           0.0055316,          0.00022639,             0.99892,                   1,               0.995,             0.97257,           0.0062514,           0.0019518,          0.00012474,           0.0020008,           0.0020008,           0.0020008
                 406,            0.010498,           0.0056645,          0.00029816,             0.99892,                   1,               0.995,              0.9756,           0.0061085,           0.0019595,          0.00012386,            0.001981,            0.001981,            0.001981
                 407,            0.010521,           0.0058991,          0.00021298,             0.99899,                   1,               0.995,             0.97551,           0.0062063,           0.0019496,          0.00012039,           0.0019612,           0.0019612,           0.0019612
                 408,            0.010171,           0.0055271,          0.00018099,             0.99905,                   1,               0.995,              0.9766,           0.0061194,           0.0019452,          0.00011796,           0.0019414,           0.0019414,           0.0019414
                 409,            0.010753,           0.0052495,          0.00078304,             0.99914,                   1,               0.995,              0.9778,           0.0060594,           0.0019394,          0.00011727,           0.0019216,           0.0019216,           0.0019216
                 410,           0.0096084,            0.005353,          0.00014335,             0.99919,                   1,               0.995,             0.97885,           0.0061271,           0.0019413,          0.00011651,           0.0019018,           0.0019018,           0.0019018
                 411,            0.010427,           0.0052685,           0.0001459,              0.9991,                   1,               0.995,             0.98074,           0.0061431,           0.0019842,          0.00011586,            0.001882,            0.001882,            0.001882
                 412,            0.010074,           0.0056761,          0.00016771,             0.99914,                   1,               0.995,              0.9778,           0.0060277,           0.0019737,           0.0001149,           0.0018622,           0.0018622,           0.0018622
                 413,            0.010041,           0.0052307,          0.00018024,             0.99908,                   1,               0.995,             0.97595,           0.0060758,           0.0019791,          0.00011289,           0.0018424,           0.0018424,           0.0018424
                 414,            0.010036,           0.0058755,          0.00013921,             0.99902,                   1,               0.995,             0.97415,           0.0059563,            0.001958,          0.00011091,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0099196,           0.0055089,          0.00015076,               0.999,                   1,               0.995,             0.97155,           0.0061166,           0.0019545,          0.00010849,           0.0018028,           0.0018028,           0.0018028
                 416,           0.0097897,           0.0057224,          0.00017851,             0.99897,                   1,               0.995,              0.9704,           0.0060961,           0.0019286,          0.00010672,            0.001783,            0.001783,            0.001783
                 417,           0.0099739,           0.0056327,          0.00014115,             0.99899,                   1,               0.995,             0.97599,           0.0060477,            0.001943,          0.00010552,           0.0017632,           0.0017632,           0.0017632
                 418,            0.010045,           0.0057105,          0.00016596,             0.99902,                   1,               0.995,             0.97276,           0.0060426,           0.0019485,           0.0001046,           0.0017434,           0.0017434,           0.0017434
                 419,           0.0096557,           0.0053566,          0.00015499,             0.99893,                   1,               0.995,             0.97501,           0.0059446,           0.0019032,          0.00010354,           0.0017236,           0.0017236,           0.0017236
                 420,            0.010989,           0.0053409,          0.00025912,             0.99892,                   1,               0.995,             0.97834,           0.0060173,            0.001955,          0.00010284,           0.0017038,           0.0017038,           0.0017038
                 421,            0.010685,           0.0056139,          0.00025506,             0.99896,                   1,               0.995,             0.97801,            0.005955,           0.0019317,          0.00010073,            0.001684,            0.001684,            0.001684
                 422,            0.010488,           0.0053035,          0.00012155,             0.99895,                   1,               0.995,             0.97794,           0.0060702,           0.0019243,           9.953e-05,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0096493,           0.0054476,          0.00027427,             0.99894,                   1,               0.995,             0.97666,           0.0062004,           0.0019741,          9.9527e-05,           0.0016444,           0.0016444,           0.0016444
                 424,            0.010223,           0.0051893,          0.00013397,             0.99893,                   1,               0.995,             0.97633,           0.0062899,           0.0020238,          9.8403e-05,           0.0016246,           0.0016246,           0.0016246
                 425,           0.0098613,            0.005565,          0.00014482,             0.99895,                   1,               0.995,             0.97828,           0.0062558,           0.0019726,          9.7605e-05,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010579,           0.0056068,          0.00013829,             0.99894,                   1,               0.995,             0.97754,           0.0060909,           0.0019698,          9.6154e-05,            0.001585,            0.001585,            0.001585
                 427,           0.0096375,           0.0051648,          0.00013326,             0.99891,                   1,               0.995,             0.98046,           0.0059922,           0.0019106,          9.4233e-05,           0.0015652,           0.0015652,           0.0015652
                 428,            0.009701,           0.0053938,          0.00012668,               0.999,                   1,               0.995,             0.98005,           0.0059904,           0.0018951,          9.2044e-05,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010099,           0.0054239,          0.00021375,             0.99898,                   1,               0.995,             0.97639,           0.0060024,            0.001914,           9.054e-05,           0.0015256,           0.0015256,           0.0015256
                 430,           0.0096179,           0.0054854,          0.00016592,             0.99895,                   1,               0.995,             0.97752,           0.0060602,             0.00192,          8.9675e-05,           0.0015058,           0.0015058,           0.0015058
                 431,           0.0098582,           0.0054696,          0.00016067,             0.99898,                   1,               0.995,               0.979,           0.0060958,           0.0019515,          8.7525e-05,            0.001486,            0.001486,            0.001486
                 432,            0.010629,           0.0050909,          0.00072274,             0.99907,                   1,               0.995,             0.98042,           0.0059612,           0.0019488,          8.6554e-05,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0097569,           0.0052339,          0.00013546,             0.99904,                   1,               0.995,             0.97787,           0.0059278,           0.0019739,          8.6108e-05,           0.0014464,           0.0014464,           0.0014464
                 434,           0.0095123,           0.0057819,          0.00012604,             0.99907,                   1,               0.995,              0.9798,           0.0059383,           0.0020336,          8.5281e-05,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010062,           0.0056664,           0.0001268,             0.99906,                   1,               0.995,             0.97683,            0.005886,            0.001997,          8.4811e-05,           0.0014068,           0.0014068,           0.0014068
                 436,           0.0092802,           0.0048653,          0.00010319,             0.99905,                   1,               0.995,             0.97776,           0.0058065,             0.00197,          8.4706e-05,            0.001387,            0.001387,            0.001387
                 437,            0.010187,           0.0052518,          0.00013149,             0.99902,                   1,               0.995,             0.97813,           0.0058298,           0.0019618,          8.4889e-05,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010381,           0.0055773,           0.0001114,             0.99898,                   1,               0.995,             0.97853,           0.0058893,           0.0019585,          8.3927e-05,           0.0013474,           0.0013474,           0.0013474
                 439,           0.0095652,           0.0050538,           0.0003742,             0.99899,                   1,               0.995,             0.97492,           0.0058915,           0.0019411,          8.3223e-05,           0.0013276,           0.0013276,           0.0013276
                 440,           0.0095318,           0.0052841,          0.00046237,             0.99898,                   1,               0.995,             0.97656,           0.0057893,            0.001939,          8.2663e-05,           0.0013078,           0.0013078,           0.0013078
                 441,           0.0096145,           0.0055632,          0.00017333,               0.999,                   1,               0.995,              0.9761,           0.0057752,           0.0019358,          8.2653e-05,            0.001288,            0.001288,            0.001288
                 442,            0.010135,           0.0056533,          0.00078548,             0.99898,                   1,               0.995,              0.9766,           0.0058693,           0.0019412,          8.2462e-05,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010142,           0.0050652,          0.00014116,             0.99899,                   1,               0.995,             0.97488,           0.0057833,           0.0019409,          8.1881e-05,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0093768,           0.0054873,          0.00010231,             0.99901,                   1,               0.995,             0.97925,           0.0057478,           0.0019569,          8.1701e-05,           0.0012286,           0.0012286,           0.0012286
                 445,           0.0092224,           0.0049902,          9.8826e-05,             0.99899,                   1,               0.995,             0.97932,           0.0057281,           0.0019758,          8.0944e-05,           0.0012088,           0.0012088,           0.0012088
                 446,           0.0094411,            0.005235,          0.00032104,             0.99895,                   1,               0.995,              0.9787,           0.0058155,           0.0019979,          8.1471e-05,            0.001189,            0.001189,            0.001189
                 447,           0.0099123,           0.0058488,           0.0001403,             0.99898,                   1,               0.995,             0.98093,           0.0057433,           0.0019452,          8.1227e-05,           0.0011692,           0.0011692,           0.0011692
                 448,           0.0093558,           0.0053264,          0.00011633,             0.99898,                   1,               0.995,             0.97726,           0.0057799,           0.0019435,          8.1263e-05,           0.0011494,           0.0011494,           0.0011494
                 449,           0.0093335,           0.0050302,          0.00011592,             0.99898,                   1,               0.995,             0.97937,           0.0056904,           0.0019384,          8.0284e-05,           0.0011296,           0.0011296,           0.0011296
                 450,           0.0095541,           0.0048494,          0.00012665,             0.99901,                   1,               0.995,             0.98214,           0.0056152,           0.0019443,          8.0196e-05,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0097494,            0.005278,          0.00015305,             0.99903,                   1,               0.995,             0.98193,           0.0056668,           0.0019509,          7.9089e-05,             0.00109,             0.00109,             0.00109
                 452,           0.0096102,           0.0053348,          0.00017425,             0.99905,                   1,               0.995,             0.98054,           0.0056186,           0.0019328,           7.852e-05,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0093491,           0.0056437,          0.00012359,             0.99906,                   1,               0.995,             0.98334,           0.0056387,           0.0019231,          7.7606e-05,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0094442,           0.0058139,          0.00016313,             0.99908,                   1,               0.995,             0.98195,           0.0055893,           0.0019271,          7.7275e-05,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010294,           0.0054787,          0.00010831,             0.99916,                   1,               0.995,             0.98007,           0.0055593,           0.0019056,          7.5781e-05,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0091288,           0.0048667,          0.00016301,             0.99919,                   1,               0.995,             0.97986,           0.0055986,           0.0019012,          7.4693e-05,            0.000991,            0.000991,            0.000991
                 457,           0.0096632,            0.005689,          0.00036367,             0.99919,                   1,               0.995,             0.98011,           0.0056032,            0.001914,          7.3672e-05,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0096732,           0.0053636,          0.00022177,             0.99914,                   1,               0.995,             0.98022,           0.0056153,            0.001907,          7.2735e-05,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0099149,           0.0049205,          0.00019307,              0.9991,                   1,               0.995,             0.98186,           0.0057348,           0.0019168,          7.2606e-05,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0093158,           0.0052155,          0.00010751,             0.99907,                   1,               0.995,             0.98302,           0.0056743,           0.0019165,          7.2456e-05,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0089427,            0.004685,          0.00012555,             0.99904,                   1,               0.995,             0.98126,           0.0057006,           0.0019148,          7.2076e-05,            0.000892,            0.000892,            0.000892
                 462,            0.010156,           0.0049941,          0.00020088,             0.99904,                   1,               0.995,             0.97908,           0.0057592,           0.0019442,          7.2064e-05,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0091701,           0.0052986,          0.00011069,             0.99904,                   1,               0.995,             0.97806,           0.0056844,           0.0019469,          7.1258e-05,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0093252,           0.0054099,          0.00014243,             0.99905,                   1,               0.995,             0.98078,           0.0056219,           0.0019485,          7.0238e-05,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0088265,           0.0052558,          9.1882e-05,             0.99905,                   1,               0.995,             0.98115,           0.0055285,           0.0019313,           6.909e-05,           0.0008128,           0.0008128,           0.0008128
                 466,            0.008729,           0.0047347,          0.00021868,             0.99904,                   1,               0.995,             0.98006,           0.0054834,           0.0019391,          6.8208e-05,            0.000793,            0.000793,            0.000793
                 467,           0.0097846,           0.0055171,          0.00025735,             0.99905,                   1,               0.995,             0.97818,           0.0054999,           0.0019307,           6.749e-05,           0.0007732,           0.0007732,           0.0007732
                 468,            0.008715,           0.0049944,          0.00012195,             0.99911,                   1,               0.995,             0.98007,           0.0055058,           0.0018911,          6.6874e-05,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0092669,           0.0050308,          0.00020702,             0.99912,                   1,               0.995,             0.98061,           0.0055547,           0.0018746,          6.7344e-05,           0.0007336,           0.0007336,           0.0007336
                 470,            0.008488,           0.0045362,          0.00010451,             0.99912,                   1,               0.995,              0.9813,           0.0055506,           0.0018566,          6.7417e-05,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0092059,           0.0050353,          8.5024e-05,              0.9991,                   1,               0.995,             0.98039,           0.0054346,           0.0018347,          6.6353e-05,            0.000694,            0.000694,            0.000694
                 472,           0.0091938,           0.0047213,          8.9582e-05,             0.99909,                   1,               0.995,             0.98193,           0.0054358,           0.0018409,          6.6103e-05,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0087029,            0.005403,          8.3623e-05,             0.99906,                   1,               0.995,             0.98216,           0.0054909,           0.0018525,          6.5477e-05,           0.0006544,           0.0006544,           0.0006544
